######## ELECTION INFO ########,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo County,113,2,46,13,2-46-13,,,,,Round 1: 0.129977452289673865,,,AUDITED,BLANK,,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,46,14,2-46-14,,,,,Round 1: 0.099845291669230934,,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"CAROL K. OZA, MICHAEL CARRINGTON","CAROL K. OZA, MICHAEL CARRINGTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,46,23,2-46-23,,,,,Round 1: 0.129862391082764291,,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,46,36,2-46-36,,,,,Round 1: 0.063682817780252033,,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,46,43,2-46-43,Round 1: 0.053155835550955760,,,,Round 1: 0.053155835550955760,,,AUDITED,"SANDY LUND, PAUL HUETTE","SANDY LUND, PAUL HUETTE",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"CAROL K. OZA, JERI FAYE STOUT, MICHAEL CARRINGTON","CAROL K. OZA, JERI FAYE STOUT, MICHAEL CARRINGTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,46,48,2-46-48,Round 1: 0.034538986856898747,,Round 1: 0.034538986856898747,,Round 1: 0.034538986856898747,,,AUDITED,"SANDY LUND, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON","JERI FAYE STOUT, MICHAEL CARRINGTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,46,52,2-46-52,,,,,Round 1: 0.070318543873993569,,,AUDITED,"SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","SANDY LUND, PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,46,55,2-46-55,Round 1: 0.050260296313701258,,,,Round 1: 0.050260296313701258,,,AUDITED,PAUL HUETTE,PAUL HUETTE,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,MICHAEL CARRINGTON,MICHAEL CARRINGTON,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,46,67,2-46-67,Round 1: 0.024771305059994816,,Round 1: 0.024771305059994816,,Round 1: 0.024771305059994816,,,AUDITED,"PAUL HUETTE, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY","PAUL HUETTE, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,46,70,2-46-70,Round 1: 0.016489162102990294,,Round 1: 0.016489162102990294,,Round 1: 0.016489162102990294,,,AUDITED,"PAUL HUETTE, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY","PAUL HUETTE, TUSHAR RAMAN OZA, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,46,72,2-46-72,Round 1: 0.056465276587372730,,,,Round 1: 0.056465276587372730,,,AUDITED,SANDY LUND,SANDY LUND,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,KERRY KOONTZ,KERRY KOONTZ,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,46,81,2-46-81,Round 1: 0.042319245618973910,,Round 1: 0.042319245618973910,,Round 1: 0.042319245618973910,,,AUDITED,"SANDY LUND, PAUL HUETTE, TUSHAR RAMAN OZA","SANDY LUND, PAUL HUETTE, TUSHAR RAMAN OZA",,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,"CAROL K. OZA, JERI FAYE STOUT, KERRY KOONTZ","CAROL K. OZA, JERI FAYE STOUT, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,59,1,2-59-1,,,,,"Round 1: 0.089585994711555189, 0.127478092103704619",,,AUDITED,BLANK,,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,59,8,2-59-8,Round 1: 0.017778348186168808,,Round 1: 0.017778348186168808,,Round 1: 0.017778348186168808,,,AUDITED,"PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY","PAUL HUETTE, MICHELLE (SHELLY) A. SNODERLY",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ","JERI FAYE STOUT, MICHAEL CARRINGTON, KERRY KOONTZ",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,59,11,2-59-11,Round 1: 0.056598951856912802,,,,Round 1: 0.056598951856912802,,,AUDITED,BLANK,,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,113,2,72,3,2-72-3,,,,,Round 1: 0.063594768219640081,,,AUDITED,SANDY LUND,SANDY LUND,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,"JERI FAYE STOUT, MICHAEL CARRINGTON","JERI FAYE STOUT, MICHAEL CARRINGTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,115,3,8,1,3-8-2001,Round 1: 0.018352505161740307,,Round 1: 0.018352505161740307,,,,,AUDITED,"SANDY LUND, PAUL HUETTE, TUSHAR RAMAN OZA","SANDY LUND, PAUL HUETTE, TUSHAR RAMAN OZA",,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,1,1,21,1-1-21,,,Round 1: 0.008229367386451707,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,1,1,26,1-1-26,,,Round 1: 0.023093292379090999,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,1,1,30,1-1-30,,,Round 1: 0.027768510931611155,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,1,9,3,1-9-2003,,,Round 1: 0.039025940848753651,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,2,42,17,2-42-17,,,Round 1: 0.012311745181647522,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,2,42,43,2-42-43,,,Round 1: 0.026342332390153193,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,2,42,80,2-42-80,,,Round 1: 0.034289974786060490,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,5,1,55,5-1-55,,,"Round 1: 0.007868396147182699, 0.017099620538349226",,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,5,1,64,5-1-64,,,Round 1: 0.043421046877959634,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,5,1,73,5-1-73,,,Round 1: 0.012927813610485885,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,5,1,81,5-1-81,,,Round 1: 0.025390599740987628,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,5,1,86,5-1-86,,,Round 1: 0.010424863353754032,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,5,1,91,5-1-91,,,Round 1: 0.020369387553075878,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,5,1,98,5-1-98,,,Round 1: 0.013673378601633620,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,5,1,104,5-1-0104,,,Round 1: 0.010202565433545985,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,5,2,4,5-2-2004,,,Round 1: 0.006564796175979715,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,5,2,34,5-2-34,,,Round 1: 0.038547927068203606,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,5,2,51,5-2-51,,,Round 1: 0.024205007955880413,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,5,2,62,5-2-62,,,Round 1: 0.034291689228439224,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,DONALD BRIGHT,DONALD BRIGHT,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,116,5,2,113,5-2-0113,,,"Round 1: 0.019729602259739059, 0.030616917119767642",,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,JEN ROESER,JEN ROESER,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,31,25,2-31-25,,Round 1: 0.004648225838622389,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,"SUSAN LUTZE, SUSAN K. PATTON","SUSAN LUTZE, SUSAN K. PATTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,31,44,2-31-44,,Round 1: 0.001615828690289294,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,SUSAN LUTZE,SUSAN LUTZE,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,31,116,2-31-116,,Round 1: 0.004197868092354547,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,"SUSAN K. PATTON, LEIGH MILLER","SUSAN K. PATTON, LEIGH MILLER",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,32,52,2-32-52,,Round 1: 0.021783710476109081,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,SUSAN LUTZE,SUSAN LUTZE,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,32,74,2-32-74,,Round 1: 0.000376035484890636,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,"SUSAN LUTZE, SUSAN K. PATTON","SUSAN LUTZE, SUSAN K. PATTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,32,97,2-32-97,,Round 1: 0.019529340282992435,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,SUSAN K. PATTON,SUSAN K. PATTON,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,32,105,2-32-105,,Round 1: 0.021843865936890659,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,SUSAN LUTZE,SUSAN LUTZE,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,33,29,2-33-29,,Round 1: 0.005500872864745870,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,"SUSAN LUTZE, SUSAN K. PATTON","SUSAN LUTZE, SUSAN K. PATTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,33,48,2-33-48,,Round 1: 0.001276417361371760,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,SUSAN LUTZE,SUSAN LUTZE,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,33,73,2-33-73,,Round 1: 0.013181957200177955,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,SUSAN LUTZE,SUSAN LUTZE,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,54,33,2-54-33,,Round 1: 0.004490118545158830,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,SUSAN LUTZE,SUSAN LUTZE,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,54,52,2-54-52,,Round 1: 0.013693783706808632,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,"SUSAN LUTZE, SUSAN K. PATTON","SUSAN LUTZE, SUSAN K. PATTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,54,60,2-54-60,,Round 1: 0.008476775160667580,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,LEIGH MILLER,LEIGH MILLER,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,54,117,2-54-117,,Round 1: 0.016939179098823151,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,"SUSAN K. PATTON, LEIGH MILLER","SUSAN K. PATTON, LEIGH MILLER",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,54,123,2-54-123,,Round 1: 0.001983660524083396,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,LEIGH MILLER,LEIGH MILLER,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,55,113,2-55-113,,Round 1: 0.002847228355320347,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,"SUSAN LUTZE, SUSAN K. PATTON","SUSAN LUTZE, SUSAN K. PATTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,2,55,114,2-55-114,,Round 1: 0.007714586169298453,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,BLANK,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,4,1,9,4-1-2009,,Round 1: 0.017916524252437731,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,"SUSAN LUTZE, SUSAN K. PATTON","SUSAN LUTZE, SUSAN K. PATTON",,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,4,1,12,4-1-12,,Round 1: 0.020013330726548204,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,SUSAN LUTZE,SUSAN LUTZE,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,4,1,21,4-1-21,,Round 1: 0.012444942910154897,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,SUSAN LUTZE,SUSAN LUTZE,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,4,1,43,4-1-43,,Round 1: 0.009526042991369946,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,LEIGH MILLER,LEIGH MILLER,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,117,4,1,86,4-1-86,,Round 1: 0.011710071575289772,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,SUSAN LUTZE,SUSAN LUTZE,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
Inyo County,118,3,11,11,3-11-11,,Round 1: 0.001952121450869370,,,,,,AUDITED,CONTEST_NOT_ON_BALLOT,,,SUSAN LUTZE,SUSAN LUTZE,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,,CONTEST_NOT_ON_BALLOT,,
